image_id,prediction,ref1,ref2,ref3,ref4,ref5
509719,"The image depicts a small bird standing on the ground, with a larger bird's legs visible in the background.",A small bird is standing on the concrete,A brown bird is standing on the ground.,a close of up a small bird on a dirt ground,The small brown bird is standing on the ground beside another animal.,A bird standing on the ground looking around
511398,"The image depicts a dog lying on the sand, wearing a red collar and leash, with a person's foot visible in the background.",A small dog on a harness laying on top of a sandy beach.,A dog with a harness is laying on a rug on the floor.,A dog sleeping in the sand next to a beach mat.,a close up of a dog laying in sand near a mat,A multi-colored black dog laying on top of the sand.
512330,"The image depicts a refrigerator filled with various food items and drinks, including a large watermelon, bottles of juice, and containers of yogurt.",An open refrigerator filled with lots of food.,The refrigerator and the inside door are full of food.,There is a refrigerator that is filled with food.,Open fridge door displaying a wide selection of food inside.,n open refrigerator door exposing all the food inside
512929,"The image depicts two young girls standing in a kitchen, with one girl stirring a pan of green beans and the other girl wearing a t-shirt with a cartoon character on it.",A pair of girls are cooking in one pan together.,Two young girls cooking some fresh asparagus on a stove.,Two young girls are cooking green beans on the stove.,Two girls at stove cooking food in a skillet.,Two preteens standing at the stove cooking green beans.
513580,"A red biplane is flying low over a motorcycle, with a person in an orange jumpsuit riding the motorcycle.",A motorcycle driving by a red and white biplane.,A person on a motor bike and small red airplane.,A motorcyclist riding alongside an airplane that is just taking off.,Small red plane flying next to motorcycle rider in urban area.,A small red plane with a motorcycle riding past it
514979,"The image depicts a baby elephant standing in a grassy area, with its trunk curled up and its ears flapping in the wind.",A very large elephant standing next to a baby elephant.,A baby elephant stands next to an adult elephant,A baby elephant standing at the feet of its chained parent,a small elephant is standing by a large one,A baby elephant stands near its mother.
515828,"A woman in a white tennis outfit is playing tennis on a grass court, with her arms raised in the air.",A woman prepares to serve a tennis ball.,A woman holding up a tennis racket during a match.,A woman holding a tennis racket in her hand.,A woman looks up to hit a ball in a tennis match.,"A woman holding a tennis racket, playing tennis on a tennis court."
516677,"A group of people, some of whom are wearing winter clothing and carrying skis, stand on a snow-covered slope in front of a rocky mountain.",People standing and sitting on snow with skis and mountain,A group of people with skis in the snow.,A group pauses to mingle and relax while skiing.,A man is lacing his boots while several others are ready to ski.,A group of people skiing take a break.
517687,"The image shows two Nokia cell phones placed side by side on a wooden surface, with the phone on the left displaying a menu screen and the phone on the right showing a home screen with various icons.",a close up of two cell phones near one another,Two mobile devices are lying on a table.,Two cell phones of differing quality are set side by side on a table.,two cellphones are sitting side by side on the table.,Two cell phones are sitting next to each other on a table.
519491,"The image depicts a clock tower with a prominent clock face and a statue of a bird on top, set against a clear blue sky.",A tall clock tower with a statue on top.,There is a clock in the top of a tall tower,A large clock tower with a gargoyle atop sits in front of a clear blue sky.,A large clock tower with a statue on the top.,Clock tower with a bronze statue on top on a sunny day.
520264,"A man and woman stand together in a kitchen, with the man holding a glass of wine and the woman wearing a teal shirt and standing next to a microwave.",a man and woman standing side by side in a kitchen next to a window,A man and a woman are posing for a picture in a kitchen.,"A man, his arm across the woman next to him, stands in a blandly colored kitchen area,  in front of a black-rimmed  window, next to a counter with a microwave, plates, with and without food, and wine bottles.",there is a man and a woman posing in a kitchen,A man and a woman stand next to each other in a kitchen.
